CODE,SECTION,TYPE,DAY,START,END,ROOM,NAME,PROFESSOR
APA3111,A,Lecture 1,4,08:30,11:00,LEE C107,INTERVENTION OBSERVATION EXP.,Bradley Young
APA3111,A,Laboratory 1,1,08:30,10:30,Consult the department,INTERVENTION OBSERVATION EXP.,Bradley Young
APA3120,A,Lecture 1,2,08:00,10:00,DMS 1140,Psychomotor Behaviour Laborato,Michael Carter
APA3120,A,Laboratory 1,1,10:00,12:00,MNT 417,Psychomotor Behaviour Laborato,Natalie Elliott
APA3120,A,Laboratory 2,1,12:00,14:00,MNT 417,Psychomotor Behaviour Laborato,Not available at this time.
APA3120,A,Laboratory 3,1,14:00,16:00,MNT 417,Psychomotor Behaviour Laborato,Not available at this time.
APA3120,A,Laboratory 4,1,16:00,18:00,MNT 417,Psychomotor Behaviour Laborato,Not available at this time.
APA3120,A,Laboratory 5,2,12:00,14:00,MNT 417,Psychomotor Behaviour Laborato,Not available at this time.
APA3120,A,Laboratory 6,2,14:00,16:00,MNT 417,Psychomotor Behaviour Laborato,Not available at this time.
APA3120,A,Laboratory 7,2,16:00,18:00,MNT 417,Psychomotor Behaviour Laborato,Not available at this time.
APA3120,A,Laboratory 8,2,18:00,20:00,MNT 417,Psychomotor Behaviour Laborato,Not available at this time.
APA3120,A,Laboratory 9,5,16:00,18:00,MNT 417,Psychomotor Behaviour Laborato,Not available at this time.
APA3122,A,Lecture 1,3,13:00,14:30,ART 257,PHYSICAL ACTIVITY AND HEALTH,Martin Camiré
APA3122,A,Lecture 2,5,11:30,13:00,ART 257,PHYSICAL ACTIVITY AND HEALTH,Martin Camiré
APA3124,A,Lecture 1,3,10:00,11:30,FSS 2005,DIET AND PHYSICAL ACTIVITY,Éric Doucet
APA3124,A,Lecture 2,5,08:30,10:00,FSS 2005,DIET AND PHYSICAL ACTIVITY,Éric Doucet
APA3125,A,Lecture 1,3,08:00,10:00,SCR 002,PREVENTION CARE ATHLETIC INJ.,Janie Cournoyer
APA3125,A,Laboratory 1,3,12:00,14:00,MNT 317,PREVENTION CARE ATHLETIC INJ.,Natalie Elliott
APA3125,A,Laboratory 2,3,14:00,16:00,MNT 317,PREVENTION CARE ATHLETIC INJ.,Not available at this time.
APA3125,A,Laboratory 3,3,16:00,18:00,MNT 317,PREVENTION CARE ATHLETIC INJ.,Not available at this time.
APA3125,A,Laboratory 4,4,08:00,10:00,MNT 317,PREVENTION CARE ATHLETIC INJ.,Not available at this time.
APA3125,A,Laboratory 5,4,10:00,12:00,MNT 317,PREVENTION CARE ATHLETIC INJ.,Not available at this time.
APA3125,A,Laboratory 6,4,12:00,14:00,MNT 317,PREVENTION CARE ATHLETIC INJ.,Not available at this time.
APA3125,A,Laboratory 7,4,14:00,16:00,MNT 317,PREVENTION CARE ATHLETIC INJ.,Not available at this time.
APA3301,A,Lecture 1,1,11:30,13:00,SMD 425,Ethics in Sport, Physical Acti,Christine Dallaire
APA3301,A,Lecture 2,4,13:00,14:30,SMD 425,Ethics in Sport, Physical Acti,Christine Dallaire
APA3324,B,Lecture 1,2,08:00,10:00,TBT 325,TECH. AND STRATEGIES IN SPORT,Carla Geurts
APA3324,B,Laboratory 1,5,09:30,11:30,Consult the department,TECH. AND STRATEGIES IN SPORT,Carla Geurts
APA3513,A,Lecture 1,1,16:00,17:30,MNT 204,GEST. DES ÉVÉN. SPORT. ET FEST,Milena Parent
APA3513,A,Lecture 2,3,14:30,16:00,MNT 204,GEST. DES ÉVÉN. SPORT. ET FEST,Milena Parent
APA3519,A,Lecture 1,3,19:00,21:30,SMD 430,MÉTHODES D'ENTRAÎN. COACHING,André Lachance
APA3519,A,Laboratory 1,3,13:00,15:00,Consult the department,MÉTHODES D'ENTRAÎN. COACHING,André Lachance
APA3520,A,Lecture 1,1,08:00,10:00,TBT 0019,Laboratoire de psychomotricité,Yves Lajoie
APA3520,A,Laboratory 1,3,14:00,16:00,MNT 417,Laboratoire de psychomotricité,Natalie Elliott
APA3520,A,Laboratory 2,4,12:00,14:00,MNT 417,Laboratoire de psychomotricité,Natalie Elliott
APA3520,A,Laboratory 3,5,10:00,12:00,MNT 417,Laboratoire de psychomotricité,Natalie Elliott
APA3520,A,Laboratory 4,5,12:00,14:00,MNT 417,Laboratoire de psychomotricité,Natalie Elliott
APA3520,A,Laboratory 5,5,14:00,16:00,MNT 417,Laboratoire de psychomotricité,Natalie Elliott
APA3521,A,Lecture 1,2,14:30,16:00,SMD 224,Développement des habiletés mo,Natalie Richer
APA3521,A,Lecture 2,5,16:00,17:30,SMD 224,Développement des habiletés mo,Natalie Richer
APA3524,A,Lecture 1,2,16:00,17:30,MNT 207,ALIMENTATION &amp; ACT. PHYSIQUE,Éric Doucet
APA3524,A,Lecture 2,4,14:30,16:00,MNT 207,ALIMENTATION &amp; ACT. PHYSIQUE,Éric Doucet
APA3525,A,Lecture 1,2,08:00,10:00,MNT 207,PRÉVENTION SOINS BLES. SPORT.,Steve Pelletier
APA3525,A,Laboratory 1,2,10:00,12:00,MNT 317,PRÉVENTION SOINS BLES. SPORT.,Natalie Elliott
APA3525,A,Laboratory 2,2,12:00,14:00,MNT 317,PRÉVENTION SOINS BLES. SPORT.,Not available at this time.
APA3525,A,Laboratory 3,2,14:00,16:00,MNT 317,PRÉVENTION SOINS BLES. SPORT.,Not available at this time.
APA3525,A,Laboratory 4,2,16:00,18:00,MNT 317,PRÉVENTION SOINS BLES. SPORT.,Not available at this time.
APA3543,A,Lecture 1,1,19:00,22:00,LMX 242,ACT PHYSIQUE ET SANTÉ COMMUN.,Stéphanie Simard
APA3550,A,Lecture 1,3,16:00,17:30,MNT 204,CONTRÔLE NEURAL DU MOUV'T HUM.,Yves Lajoie
APA3550,A,Lecture 2,5,14:30,16:00,MNT 204,CONTRÔLE NEURAL DU MOUV'T HUM.,Yves Lajoie
APA3701,A,Lecture 1,1,14:30,16:00,STE J0106,Questions d'éthique en activit,Christine Dallaire
APA3701,A,Lecture 2,4,16:00,17:30,STE J0106,Questions d'éthique en activit,Christine Dallaire
APA3724,B,Lecture 1,5,08:00,10:00,CBY E015,TECH. ET STRATÉGIES DANS SPORT,Charlotte Beaudoin
APA3724,B,Laboratory 1,4,08:30,10:30,Consult the department,TECH. ET STRATÉGIES DANS SPORT,Charlotte Beaudoin
APA4111,A,Lecture 1,1,19:00,22:00,MRT 221,INTERNSHIP/CLINICAL EXPERIENCE,Daniel Crête
APA4111,B,Lecture 1,2,19:00,22:00,SMD 422,INTERNSHIP/CLINICAL EXPERIENCE,Daniel Crête
APA4111,C,Lecture 1,5,19:00,22:00,MRT 221,INTERNSHIP/CLINICAL EXPERIENCE,Daniel Crête
APA4114,A,Lecture 1,5,14:30,17:30,THN 124,GENDER, SPORT AND LEISURE,Stéphanie Simard
APA4117,A,Lecture 1,1,17:30,19:00,FTX 147B,QUAL.OF LIFE: THEORY,RES.APPL.,Terrance Orlick
APA4117,A,Lecture 2,3,17:30,19:00,FTX 147B,QUAL.OF LIFE: THEORY,RES.APPL.,Terrance Orlick
APA4118,A,Lecture 1,3,10:00,11:30,MNT 204,BIOMECHANICAL BASIS OF INJURY,Jingxian Li
APA4118,A,Lecture 2,5,08:30,10:00,MNT 204,BIOMECHANICAL BASIS OF INJURY,Jingxian Li
APA4160,A,Lecture 1,4,08:00,10:00,SMD 222,Fitness Testing and Exercise P,Carla Geurts
APA4160,A,Laboratory 1,1,19:00,21:00,MNT 303,Fitness Testing and Exercise P,Martine Dumont
APA4160,A,Laboratory 2,2,10:00,12:00,MNT 303,Fitness Testing and Exercise P,Martine Dumont
APA4160,A,Laboratory 3,2,12:00,14:00,MNT 303,Fitness Testing and Exercise P,Martine Dumont
APA4160,A,Laboratory 4,4,19:00,21:00,MNT 303,Fitness Testing and Exercise P,Martine Dumont
APA4160,A,Laboratory 5,5,08:00,10:00,MNT 303,Fitness Testing and Exercise P,Martine Dumont
APA4315,A,Lecture 1,3,19:00,21:00,SMD 427,External Influences and Physic,François Haman
APA4315,A,Laboratory 1,1,08:00,10:00,MNT 303,External Influences and Physic,Martine Dumont
APA4315,A,Laboratory 2,4,10:00,12:00,MNT 303,External Influences and Physic,Martine Dumont
APA4315,A,Laboratory 3,3,08:00,10:00,MNT 303,External Influences and Physic,Martine Dumont
APA4315,A,Laboratory 4,5,18:00,20:00,MNT 303,External Influences and Physic,Martine Dumont
APA4320,A,Lecture 1,1,16:00,17:30,SMD 226,ADVANCED COACHING: GLOBAL PREP,Diane Culver
APA4320,A,Lecture 2,3,14:30,16:00,SMD 226,ADVANCED COACHING: GLOBAL PREP,François Rodrigue
APA4511,A,Lecture 1,4,19:00,22:00,DMS 1120,INTERNAT / EXPÉRIENCE CLINIQUE,Daniel Crête
APA4515,A,Lecture 1,2,11:30,14:30,LEE C107,SPORT ET IDENTITÉS,Christine Dallaire
APA4516,A,Lecture 1,1,13:00,14:30,MRT 251,PSYCHO APPL. SPORT ET PERFORM.,Natalie Durand-Bush
APA4516,A,Lecture 2,3,11:30,13:00,MRT 251,PSYCHO APPL. SPORT ET PERFORM.,Natalie Durand-Bush
APA4523,A,Lecture 1,4,08:30,11:30,TBT 315,COUNSELLING MATIERE D'ACT.PHY.,Michelle Fortier
APA4523,A,Laboratory 1,2,19:00,21:00,LMX 223,COUNSELLING MATIERE D'ACT.PHY.,Not available at this time.
APA4523,A,Laboratory 2,1,08:00,10:00,MNT 319,COUNSELLING MATIERE D'ACT.PHY.,Not available at this time.
APA4560,A,Lecture 1,3,08:00,10:00,MRT 211,Évaluation de la condition phy,Steve Pelletier
APA4560,A,Laboratory 1,2,19:00,21:00,MNT 303,Évaluation de la condition phy,Martine Dumont
APA4560,A,Laboratory 2,2,08:00,10:00,MNT 303,Évaluation de la condition phy,Martine Dumont
APA4560,A,Laboratory 3,4,08:00,10:00,MNT 303,Évaluation de la condition phy,Martine Dumont
APA4560,A,Laboratory 4,5,16:00,18:00,MNT 303,Évaluation de la condition phy,Martine Dumont
HSS1100,AP,Lecture 1,3,11:30,13:00,Pembroke,MICROBIOLOGY AND IMMUNOLOGY,Not available at this time.
HSS1100,AP,Lecture 2,3,14:00,15:30,Pembroke,MICROBIOLOGY AND IMMUNOLOGY,Not available at this time.
HSS1100,AW,Lecture 1,2,17:30,20:30,WC 144,MICROBIOLOGY AND IMMUNOLOGY,William Yan
HSS1100,C,Lecture 1,1,19:00,22:00,STE H0104,MICROBIOLOGY AND IMMUNOLOGY,Franco Pagotto
HSS1100,D,Lecture 1,3,19:00,22:00,FSS 1007,MICROBIOLOGY AND IMMUNOLOGY,William Yan
HSS1100,E,Lecture 1,3,19:00,22:00,MRT 212,MICROBIOLOGY AND IMMUNOLOGY,Franco Pagotto
HSS1101,C,Lecture 1,5,17:30,20:30,HGN 302,DET OF HEALTH,James Gomes
HSS1500,C,Lecture 1,2,17:30,19:00,TBT 333,MICROBIOLOGIE ET IMMUNOLOGIE,Marc Desjardins
HSS1500,C,Lecture 2,4,17:30,19:00,TBT 333,MICROBIOLOGIE ET IMMUNOLOGIE,Marc Desjardins
HSS1500,D,Lecture 1,3,19:00,22:00,CBY D207,MICROBIOLOGIE ET IMMUNOLOGIE,James Taylor
HSS1501,C,Lecture 1,5,08:30,11:30,TBT 0019,Déterminants de la santé,Gaétan Girard
HSS2104,A,Lecture 1,1,08:30,10:00,HGN 302,HUM ACT, OCCUP &amp; HEALTH,François Beaulieu
HSS2104,A,Lecture 2,4,10:00,11:30,HGN 302,HUM ACT, OCCUP &amp; HEALTH,François Beaulieu
HSS2121,B,Lecture 1,2,19:00,22:00,MNT 201,HISTORY OF HEALTH CARE,Louise Edmonds
HSS2121,C,Lecture 1,2,10:00,11:30,FSS 1006,HISTORY OF HEALTH CARE,Alessandra Iozzo
HSS2121,C,Lecture 2,4,08:30,10:00,FSS 1006,HISTORY OF HEALTH CARE,Alessandra Iozzo
HSS2321,A,Lecture 1,1,16:00,17:30,MNT 207,SOCIOPOL &amp; ECON PERS IN HEALTH,Kirsti Bissada
HSS2321,A,Lecture 2,3,14:30,16:00,MNT 207,SOCIOPOL &amp; ECON PERS IN HEALTH,Kirsti Bissada
HSS2321,B,Lecture 1,2,11:30,13:00,DMS 1140,SOCIOPOL &amp; ECON PERS IN HEALTH,Kirsti Bissada
HSS2321,B,Lecture 2,5,13:00,14:30,DMS 1140,SOCIOPOL &amp; ECON PERS IN HEALTH,Kirsti Bissada
HSS2342,A,Lecture 1,2,16:00,17:30,MRT 218,NUTRI DET OF HEALTH,Keir J. Menzies
HSS2342,A,Lecture 2,4,14:30,16:00,MRT 218,NUTRI DET OF HEALTH,Keir J. Menzies
HSS2342,B,Lecture 1,3,19:00,22:00,MRT 218,NUTRI DET OF HEALTH,Atiq Rehman
HSS2504,A,Lecture 1,2,14:30,16:00,MRT 212,ACT HUM, OCCUP ET SANTÉ,François Beaulieu
HSS2504,A,Lecture 2,5,16:00,17:30,MRT 212,ACT HUM, OCCUP ET SANTÉ,François Beaulieu
HSS2511,A,Lecture 1,3,19:00,22:00,SMD 224,POSTURE, MOUV &amp; PRÉV BLESSURES,Steve Pelletier
HSS2521,A,Lecture 1,1,19:00,22:00,FTX 302,HISTOIRE DES SOINS DE SANTE,Isabelle Marcoux
HSS2721,A,Lecture 1,1,13:00,14:30,SMD 430,PERSPECTIVES SOCIOPOLITIQUES,Charles Dabone
HSS2721,A,Lecture 2,3,11:30,13:00,SMD 430,PERSPECTIVES SOCIOPOLITIQUES,Charles Dabone
HSS2721,B,Lecture 1,2,13:00,14:30,LMX 219,PERSPECTIVES SOCIOPOLITIQUES,Charles Dabone
HSS2721,B,Lecture 2,4,11:30,13:00,LMX 219,PERSPECTIVES SOCIOPOLITIQUES,Charles Dabone
HSS2742,A,Lecture 1,1,14:30,16:00,MNT 207,DET NUTRI DE LA SANTE,Marc Rahme
HSS2742,A,Lecture 2,4,16:00,17:30,MNT 207,DET NUTRI DE LA SANTE,Marc Rahme
HSS2742,B,Lecture 1,2,17:30,19:00,MNT 207,DET NUTRI DE LA SANTE,Alejandra Dubois
HSS2742,B,Lecture 2,4,17:30,19:00,MNT 207,DET NUTRI DE LA SANTE,Alejandra Dubois
HSS3106,A,Lecture 1,3,10:00,11:30,STE H0104,PHARMACOLOGY: MECHANISMS,Karen Phillips
HSS3106,A,Lecture 2,5,08:30,10:00,STE H0104,PHARMACOLOGY: MECHANISMS,Karen Phillips
HSS3106,B,Lecture 1,2,13:00,14:30,SMD 425,PHARMACOLOGY: MECHANISMS,Ron Saulnier
HSS3106,B,Lecture 2,4,11:30,13:00,SMD 425,PHARMACOLOGY: MECHANISMS,Ron Saulnier
HSS3303,A,Lecture 1,1,10:00,11:30,TBT 070,ENVIRON AND HEALTH,Éric Lavigne
HSS3303,A,Lecture 2,3,08:30,10:00,TBT 070,ENVIRON AND HEALTH,Éric Lavigne
HSS3303,B,Lecture 1,1,19:00,22:00,FSS 1030,ENVIRON AND HEALTH,James Gomes
HSS3305,B,Lecture 1,1,08:30,10:00,MNT 201,PATHOPHYSIO OF HEALTH PROBLEMS,Benoit Leclerc
HSS3305,B,Lecture 2,4,10:00,11:30,MNT 201,PATHOPHYSIO OF HEALTH PROBLEMS,Benoit Leclerc
HSS3332,A,Lecture 1,1,16:00,17:30,DMS 1140,TECH AND HEALTH,Sarah Fraser
HSS3332,A,Lecture 2,3,14:30,16:00,DMS 1140,TECH AND HEALTH,Sarah Fraser
HSS3506,A,Lecture 1,1,16:00,17:30,MNT 201,PHARMACOLOGIE: MÉCHANISMES,Sihem Djoudi
HSS3506,A,Lecture 2,3,14:30,16:00,MNT 201,PHARMACOLOGIE: MÉCHANISMES,Sihem Djoudi
HSS3703,A,Lecture 1,2,13:00,14:30,LEE A131,ENVIRON ET SANTÉ,Éric Lavigne
HSS3703,A,Lecture 2,4,11:30,13:00,LEE A131,ENVIRON ET SANTÉ,Éric Lavigne
HSS3732,A,Lecture 1,2,19:00,22:00,SMD 224,TECH ET SANTÉ,Charles Dabone
HSS4101,A,Lecture 1,1,13:00,14:30,SMD 224,DEV &amp; EVAL HEALTH PROGS,Alejandra Dubois
HSS4101,A,Lecture 2,3,11:30,13:00,SMD 224,DEV &amp; EVAL HEALTH PROGS,Alejandra Dubois
HSS4101,B,Lecture 1,3,16:00,17:30,MRT 212,DEV &amp; EVAL HEALTH PROGS,Afshan Jeoffrey
HSS4101,B,Lecture 2,5,14:30,16:00,MRT 212,DEV &amp; EVAL HEALTH PROGS,Afshan Jeoffrey
HSS4312,A,Lecture 1,3,19:00,22:00,MNT 103,CRITICAL APPRAISAL,Shannon Bainbridge-Whiteside
HSS4501,A,Lecture 1,2,11:30,13:00,FSS 1030,ÉLABORATION &amp; ÉVAL PROG SANTÉ,Alejandra Dubois
HSS4501,A,Lecture 2,5,13:00,14:30,FSS 1030,ÉLABORATION &amp; ÉVAL PROG SANTÉ,Alejandra Dubois
LSR1105,A,Lecture 1,4,19:00,22:00,SMD 226,LEISURE IN CANADIAN SOCIETY,George Karlis
LSR1505,A,Lecture 1,1,14:30,16:00,VNR 3075,LOISIR DANS SOCIÉTÉ CANADIENNE,Gervais Deschênes
LSR1505,A,Lecture 2,4,16:00,17:30,VNR 3075,LOISIR DANS SOCIÉTÉ CANADIENNE,Gervais Deschênes
LSR2110,A,Lecture 1,1,11:30,13:00,MRT 251,LEISURE : CONCEPTS AND VALUES,Paul Heintzman
LSR2110,A,Lecture 2,4,13:00,14:30,MRT 251,LEISURE : CONCEPTS AND VALUES,Paul Heintzman
LSR2121,A,Lecture 1,2,16:00,17:30,TBT 070,RECRE. &amp; ENVIRONMENTAL QUALI.,Paul Heintzman
LSR2121,A,Lecture 2,4,14:30,16:00,TBT 070,RECRE. &amp; ENVIRONMENTAL QUALI.,Paul Heintzman
LSR2510,A,Lecture 1,2,19:00,22:00,LMX 220,LOISIRS : CONCEPTS ET VALEURS,Jean-Marc Adjizian
LSR2522,A,Lecture 1,5,11:30,14:30,LEE B152,TOURISME,Alexandra Arellano
LSR3107,A,Lecture 1,1,13:00,14:30,MNT 204,LEISURE AND CULTURAL DEVELOP.,Audrey Giles
LSR3107,A,Lecture 2,3,11:30,13:00,MNT 204,LEISURE AND CULTURAL DEVELOP.,Audrey Giles
NSG2313,A,Laboratory 1,1,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Elyse Le Bel-Roy
NSG2313,A,Laboratory 2,1,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Shawna Watt
NSG2313,A,Laboratory 3,1,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Anne-Andrée Albert
NSG2313,A,Laboratory 4,1,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Lyssa Woloschuk
NSG2313,A,Laboratory 5,1,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Laura Macéus
NSG2313,A,Laboratory 6,1,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Marie-Eve Latreille
NSG2313,A,Laboratory 7,3,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Gabrielle Proper
NSG2313,A,Laboratory 8,3,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Shawna Watt
NSG2313,A,Laboratory 9,3,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Elyse Le Bel-Roy
NSG2313,A,Laboratory 10,3,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Lyssa Woloschuk
NSG2313,A,Laboratory 11,3,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Laura Macéus
NSG2313,A,Laboratory 12,3,09:00,12:00,Consult the department,INTRO. TO NURSING PRACTICE,Not available at this time.
NSG2313,A,Work Term 1,4,07:30,22:00,Consult the department,INTRO. TO NURSING PRACTICE,Kelley Tousignant
NSG2313,A,Work Term 2,5,07:30,22:00,Consult the department,INTRO. TO NURSING PRACTICE,Lori Jarvis
NSG2313,AP,Laboratory 1,4,10:00,16:00,Pembroke,INTRO. TO NURSING PRACTICE,Not available at this time.
NSG2313,AP,Work Term 1,2,07:30,13:00,Pembroke,INTRO. TO NURSING PRACTICE,Not available at this time.
NSG2313,AP,Work Term 2,3,07:30,13:00,Pembroke,INTRO. TO NURSING PRACTICE,Not available at this time.
NSG2313,AW,Laboratory 1,4,08:00,18:00,Consult the department,INTRO. TO NURSING PRACTICE,Not available at this time.
NSG2313,AW,Work Term 1,5,08:00,18:00,Consult the department,INTRO. TO NURSING PRACTICE,Not available at this time.
